Freq [GHz];S11;Z
5.358;-7.41E-05;5.00E+01
5.3585;-7.41E-05;5.00E+01
5.359;-7.41E-05;5.00E+01
5.3595;-7.42E-05;5.00E+01
5.36;-7.42E-05;5.00E+01
5.3605;-7.42E-05;5.00E+01
5.361;-7.42E-05;5.00E+01
5.3615;-7.42E-05;5.00E+01
5.362;-7.42E-05;5.00E+01
5.3625;-7.42E-05;5.00E+01
5.363;-7.42E-05;5.00E+01
5.3635;-7.42E-05;5.00E+01
5.364;-7.43E-05;5.00E+01
5.3645;-7.43E-05;5.00E+01
5.365;-7.43E-05;5.00E+01
5.3655;-7.43E-05;5.00E+01
5.366;-7.43E-05;5.00E+01
5.3665;-7.43E-05;5.00E+01
5.367;-7.43E-05;5.00E+01
5.3675;-7.43E-05;5.00E+01
5.368;-7.43E-05;5.00E+01
5.3685;-7.44E-05;5.00E+01
5.369;-7.44E-05;5.00E+01
5.3695;-7.44E-05;5.00E+01
5.37;-7.44E-05;5.00E+01
5.3705;-7.44E-05;5.00E+01
5.371;-7.44E-05;5.00E+01
5.3715;-7.44E-05;5.00E+01
5.372;-7.44E-05;5.00E+01
5.3725;-7.44E-05;5.00E+01
5.373;-7.45E-05;5.00E+01
5.3735;-7.45E-05;5.00E+01
5.374;-7.45E-05;5.00E+01
5.3745;-7.45E-05;5.00E+01
5.375;-7.45E-05;5.00E+01
5.3755;-7.45E-05;5.00E+01
5.376;-7.45E-05;5.00E+01
5.3765;-7.45E-05;5.00E+01
5.377;-7.46E-05;5.00E+01
5.3775;-7.46E-05;5.00E+01
5.378;-7.46E-05;5.00E+01
5.3785;-7.46E-05;5.00E+01
5.379;-7.46E-05;5.00E+01
5.3795;-7.46E-05;5.00E+01
5.38;-7.46E-05;5.00E+01
5.3805;-7.46E-05;5.00E+01
5.381;-7.46E-05;5.00E+01
5.3815;-7.47E-05;5.00E+01
5.382;-7.47E-05;5.00E+01
5.3825;-7.47E-05;5.00E+01
5.383;-7.47E-05;5.00E+01
5.3835;-7.47E-05;5.00E+01
5.384;-7.47E-05;5.00E+01
5.3845;-7.47E-05;5.00E+01
5.385;-7.47E-05;5.00E+01
5.3855;-7.47E-05;5.00E+01
5.386;-7.48E-05;5.00E+01
5.3865;-7.48E-05;5.00E+01
5.387;-7.48E-05;5.00E+01
5.3875;-7.48E-05;5.00E+01
5.388;-7.48E-05;5.00E+01
5.3885;-7.48E-05;5.00E+01
5.389;-7.48E-05;5.00E+01
5.3895;-7.48E-05;5.00E+01
5.39;-7.48E-05;5.00E+01
5.3905;-7.49E-05;5.00E+01
5.391;-7.49E-05;5.00E+01
5.3915;-7.49E-05;5.00E+01
5.392;-7.49E-05;5.00E+01
5.3925;-7.49E-05;5.00E+01
5.393;-7.49E-05;5.00E+01
5.3935;-7.49E-05;5.00E+01
5.394;-7.49E-05;5.00E+01
5.3945;-7.49E-05;5.00E+01
5.395;-7.50E-05;5.00E+01
5.3955;-7.50E-05;5.00E+01
5.396;-7.50E-05;5.00E+01
5.3965;-7.50E-05;5.00E+01
5.397;-7.50E-05;5.00E+01
5.3975;-7.50E-05;5.00E+01
5.398;-7.50E-05;5.00E+01
5.3985;-7.50E-05;5.00E+01
5.399;-7.50E-05;5.00E+01
5.3995;-7.51E-05;5.00E+01
5.4;-7.51E-05;5.00E+01
5.4005;-7.51E-05;5.00E+01
5.401;-7.51E-05;5.00E+01
5.4015;-7.51E-05;5.00E+01
5.402;-7.51E-05;5.00E+01
5.4025;-7.51E-05;5.00E+01
5.403;-7.51E-05;5.00E+01
5.4035;-7.52E-05;5.00E+01
5.404;-7.52E-05;5.00E+01
5.4045;-7.52E-05;5.00E+01
5.405;-7.52E-05;5.00E+01
5.4055;-7.52E-05;5.00E+01
5.406;-7.52E-05;5.00E+01
5.4065;-7.52E-05;5.00E+01
5.407;-7.52E-05;5.00E+01
5.4075;-7.52E-05;5.00E+01
5.408;-7.53E-05;5.00E+01
5.4085;-7.53E-05;5.00E+01
5.409;-7.53E-05;5.00E+01
5.4095;-7.53E-05;5.00E+01
5.41;-7.53E-05;5.00E+01
5.4105;-7.53E-05;5.00E+01
5.411;-7.53E-05;5.00E+01
5.4115;-7.53E-05;5.00E+01
5.412;-7.53E-05;5.00E+01
5.4125;-7.54E-05;5.00E+01
5.413;-7.54E-05;5.00E+01
5.4135;-7.54E-05;5.00E+01
5.414;-7.54E-05;5.00E+01
5.4145;-7.54E-05;5.00E+01
5.415;-7.54E-05;5.00E+01
5.4155;-7.54E-05;5.00E+01
5.416;-7.54E-05;5.00E+01
5.4165;-7.54E-05;5.00E+01
5.417;-7.55E-05;5.00E+01
5.4175;-7.55E-05;5.00E+01
5.418;-7.55E-05;5.00E+01
5.4185;-7.55E-05;5.00E+01
5.419;-7.55E-05;5.00E+01
5.4195;-7.55E-05;5.00E+01
5.42;-7.55E-05;5.00E+01
5.4205;-7.55E-05;5.00E+01
5.421;-7.55E-05;5.00E+01
5.4215;-7.56E-05;5.00E+01
5.422;-7.56E-05;5.00E+01
5.4225;-7.56E-05;5.00E+01
5.423;-7.56E-05;5.00E+01
5.4235;-7.56E-05;5.00E+01
5.424;-7.56E-05;5.00E+01
5.4245;-7.56E-05;5.00E+01
5.425;-7.56E-05;5.00E+01
5.4255;-7.56E-05;5.00E+01
5.426;-7.57E-05;5.00E+01
5.4265;-7.57E-05;5.00E+01
5.427;-7.57E-05;5.00E+01
5.4275;-7.57E-05;5.00E+01
5.428;-7.57E-05;5.00E+01
5.4285;-7.57E-05;5.00E+01
5.429;-7.57E-05;5.00E+01
5.4295;-7.57E-05;5.00E+01
5.43;-7.57E-05;5.00E+01
5.4305;-7.58E-05;5.00E+01
5.431;-7.58E-05;5.00E+01
5.4315;-7.58E-05;5.00E+01
5.432;-7.58E-05;5.00E+01
5.4325;-7.58E-05;5.00E+01
5.433;-7.58E-05;5.00E+01
5.4335;-7.58E-05;5.00E+01
5.434;-7.58E-05;5.00E+01
5.4345;-7.58E-05;5.00E+01
5.435;-7.59E-05;5.00E+01
5.4355;-7.59E-05;5.00E+01
5.436;-7.59E-05;5.00E+01
5.4365;-7.59E-05;5.00E+01
5.437;-7.59E-05;5.00E+01
5.4375;-7.59E-05;5.00E+01
5.438;-7.59E-05;5.00E+01
5.4385;-7.59E-05;5.00E+01
5.439;-7.59E-05;5.00E+01
5.4395;-7.60E-05;5.00E+01
5.44;-7.60E-05;5.00E+01
5.4405;-7.60E-05;5.00E+01
5.441;-7.60E-05;5.00E+01
5.4415;-7.60E-05;5.00E+01
5.442;-7.60E-05;5.00E+01
5.4425;-7.60E-05;5.00E+01
5.443;-7.60E-05;5.00E+01
5.4435;-7.60E-05;5.00E+01
5.444;-7.61E-05;5.00E+01
5.4445;-7.61E-05;5.00E+01
5.445;-7.61E-05;5.00E+01
5.4455;-7.61E-05;5.00E+01
5.446;-7.61E-05;5.00E+01
5.4465;-7.61E-05;5.00E+01
5.447;-7.61E-05;5.00E+01
5.4475;-7.61E-05;5.00E+01
5.448;-7.61E-05;5.00E+01
5.4485;-7.62E-05;5.00E+01
5.449;-7.62E-05;5.00E+01
5.4495;-7.62E-05;5.00E+01
5.45;-7.62E-05;5.00E+01
5.4505;-7.62E-05;5.00E+01
5.451;-7.62E-05;5.00E+01
5.4515;-7.62E-05;5.00E+01
5.452;-7.62E-05;5.00E+01
5.4525;-7.62E-05;5.00E+01
5.453;-7.63E-05;5.00E+01
5.4535;-7.63E-05;5.00E+01
5.454;-7.63E-05;5.00E+01
5.4545;-7.63E-05;5.00E+01
5.455;-7.63E-05;5.00E+01
5.4555;-7.63E-05;5.00E+01
5.456;-7.63E-05;5.00E+01
5.4565;-7.63E-05;5.00E+01
5.457;-7.64E-05;5.00E+01
5.4575;-7.64E-05;5.00E+01
5.458;-7.64E-05;5.00E+01
5.4585;-7.64E-05;5.00E+01
5.459;-7.64E-05;5.00E+01
5.4595;-7.64E-05;5.00E+01
5.46;-7.64E-05;5.00E+01
5.4605;-7.64E-05;5.00E+01
5.461;-7.64E-05;5.00E+01
5.4615;-7.65E-05;5.00E+01
5.462;-7.65E-05;5.00E+01
5.4625;-7.65E-05;5.00E+01
5.463;-7.65E-05;5.00E+01
5.4635;-7.65E-05;5.00E+01
5.464;-7.65E-05;5.00E+01
5.4645;-7.65E-05;5.00E+01
5.465;-7.65E-05;5.00E+01
5.4655;-7.65E-05;5.00E+01
5.466;-7.66E-05;5.00E+01
5.4665;-7.66E-05;5.00E+01
5.467;-7.66E-05;5.00E+01
5.4675;-7.66E-05;5.00E+01
5.468;-7.66E-05;5.00E+01
5.4685;-7.66E-05;5.00E+01
5.469;-7.66E-05;5.00E+01
5.4695;-7.66E-05;5.00E+01
5.47;-7.66E-05;5.00E+01
5.4705;-7.67E-05;5.00E+01
5.471;-7.67E-05;5.00E+01
5.4715;-7.67E-05;5.00E+01
5.472;-7.67E-05;5.00E+01
5.4725;-7.67E-05;5.00E+01
5.473;-7.67E-05;5.00E+01
5.4735;-7.67E-05;5.00E+01
5.474;-7.67E-05;5.00E+01
5.4745;-7.67E-05;5.00E+01
5.475;-7.68E-05;5.00E+01
5.4755;-7.68E-05;5.00E+01
5.476;-7.68E-05;5.00E+01
5.4765;-7.68E-05;5.00E+01
5.477;-7.68E-05;5.00E+01
5.4775;-7.68E-05;5.00E+01
5.478;-7.68E-05;5.00E+01
5.4785;-7.68E-05;5.00E+01
5.479;-7.68E-05;5.00E+01
5.4795;-7.69E-05;5.00E+01
5.48;-7.69E-05;5.00E+01
5.4805;-7.69E-05;5.00E+01
5.481;-7.69E-05;5.00E+01
5.4815;-7.69E-05;5.00E+01
5.482;-7.69E-05;5.00E+01
5.4825;-7.69E-05;5.00E+01
5.483;-7.69E-05;5.00E+01
5.4835;-7.69E-05;5.00E+01
5.484;-7.70E-05;5.00E+01
5.4845;-7.70E-05;5.00E+01
5.485;-7.70E-05;5.00E+01
5.4855;-7.70E-05;5.00E+01
5.486;-7.70E-05;5.00E+01
5.4865;-7.70E-05;5.00E+01
5.487;-7.70E-05;5.00E+01
5.4875;-7.70E-05;5.00E+01
5.488;-7.70E-05;5.00E+01
5.4885;-7.71E-05;5.00E+01
5.489;-7.71E-05;5.00E+01
5.4895;-7.71E-05;5.00E+01
5.49;-7.71E-05;5.00E+01
5.4905;-7.71E-05;5.00E+01
5.491;-7.71E-05;5.00E+01
5.4915;-7.71E-05;5.00E+01
5.492;-7.71E-05;5.00E+01
5.4925;-7.71E-05;5.00E+01
5.493;-7.71E-05;5.00E+01
5.4935;-7.72E-05;5.00E+01
5.494;-7.72E-05;5.00E+01
5.4945;-7.72E-05;5.00E+01
5.495;-7.72E-05;5.00E+01
5.4955;-7.72E-05;5.00E+01
5.496;-7.72E-05;5.00E+01
5.4965;-7.72E-05;5.00E+01
5.497;-7.72E-05;5.00E+01
5.4975;-7.72E-05;5.00E+01
5.498;-7.73E-05;5.00E+01
5.4985;-7.73E-05;5.00E+01
5.499;-7.73E-05;5.00E+01
5.4995;-7.73E-05;5.00E+01
5.5;-7.73E-05;5.00E+01
5.5005;-7.73E-05;5.00E+01
5.501;-7.73E-05;5.00E+01
5.5015;-7.73E-05;5.00E+01
5.502;-7.73E-05;5.00E+01
5.5025;-7.74E-05;5.00E+01
5.503;-7.74E-05;5.00E+01
5.5035;-7.74E-05;5.00E+01
5.504;-7.74E-05;5.00E+01
5.5045;-7.74E-05;5.00E+01
5.505;-7.74E-05;5.00E+01
5.5055;-7.74E-05;5.00E+01
5.506;-7.74E-05;5.00E+01
5.5065;-7.74E-05;5.00E+01
5.507;-7.75E-05;5.00E+01
5.5075;-7.75E-05;5.00E+01
5.508;-7.75E-05;5.00E+01
5.5085;-7.75E-05;5.00E+01
5.509;-7.75E-05;5.00E+01
5.5095;-7.75E-05;5.00E+01
5.51;-7.75E-05;5.00E+01
5.5105;-7.75E-05;5.00E+01
5.511;-7.75E-05;5.00E+01
5.5115;-7.76E-05;5.00E+01
5.512;-7.76E-05;5.00E+01
5.5125;-7.76E-05;5.00E+01
5.513;-7.76E-05;5.00E+01
5.5135;-7.76E-05;5.00E+01
5.514;-7.76E-05;5.00E+01
5.5145;-7.76E-05;5.00E+01
5.515;-7.76E-05;5.00E+01
5.5155;-7.76E-05;5.00E+01
5.516;-7.77E-05;5.00E+01
5.5165;-7.77E-05;5.00E+01
5.517;-7.77E-05;5.00E+01
5.5175;-7.77E-05;5.00E+01
5.518;-7.77E-05;5.00E+01
5.5185;-7.77E-05;5.00E+01
5.519;-7.77E-05;5.00E+01
5.5195;-7.77E-05;5.00E+01
5.52;-7.77E-05;5.00E+01
5.5205;-7.78E-05;5.00E+01
5.521;-7.78E-05;5.00E+01
5.5215;-7.78E-05;5.00E+01
5.522;-7.78E-05;5.00E+01
5.5225;-7.78E-05;5.00E+01
5.523;-7.78E-05;5.00E+01
5.5235;-7.78E-05;5.00E+01
5.524;-7.78E-05;5.00E+01
5.5245;-7.78E-05;5.00E+01
5.525;-7.79E-05;5.00E+01
5.5255;-7.79E-05;5.00E+01
5.526;-7.79E-05;5.00E+01
5.5265;-7.79E-05;5.00E+01
5.527;-7.79E-05;5.00E+01
5.5275;-7.79E-05;5.00E+01
5.528;-7.79E-05;5.00E+01
5.5285;-7.79E-05;5.00E+01
5.529;-7.79E-05;5.00E+01
5.5295;-7.80E-05;5.00E+01
5.53;-7.80E-05;5.00E+01
5.5305;-7.80E-05;5.00E+01
5.531;-7.80E-05;5.00E+01
5.5315;-7.80E-05;5.00E+01
5.532;-7.80E-05;5.00E+01
5.5325;-7.80E-05;5.00E+01
5.533;-7.80E-05;5.00E+01
5.5335;-7.80E-05;5.00E+01
5.534;-7.81E-05;5.00E+01
5.5345;-7.81E-05;5.00E+01
5.535;-7.81E-05;5.00E+01
5.5355;-7.81E-05;5.00E+01
5.536;-7.81E-05;5.00E+01
5.5365;-7.81E-05;5.00E+01
5.537;-7.81E-05;5.00E+01
5.5375;-7.81E-05;5.00E+01
5.538;-7.81E-05;5.00E+01
5.5385;-7.82E-05;5.00E+01
5.539;-7.82E-05;5.00E+01
5.5395;-7.82E-05;5.00E+01
5.54;-7.82E-05;5.00E+01
5.5405;-7.82E-05;5.00E+01
5.541;-7.82E-05;5.00E+01
5.5415;-7.82E-05;5.00E+01
5.542;-7.82E-05;5.00E+01
5.5425;-7.82E-05;5.00E+01
5.543;-7.83E-05;5.00E+01
5.5435;-7.83E-05;5.00E+01
5.544;-7.83E-05;5.00E+01
5.5445;-7.83E-05;5.00E+01
5.545;-7.83E-05;5.00E+01
5.5455;-7.83E-05;5.00E+01
5.546;-7.83E-05;5.00E+01
5.5465;-7.83E-05;5.00E+01
5.547;-7.83E-05;5.00E+01
5.5475;-7.84E-05;5.00E+01
5.548;-7.84E-05;5.00E+01
5.5485;-7.84E-05;5.00E+01
5.549;-7.84E-05;5.00E+01
5.5495;-7.84E-05;5.00E+01
5.55;-7.84E-05;5.00E+01
5.5505;-7.84E-05;5.00E+01
5.551;-7.84E-05;5.00E+01
5.5515;-7.84E-05;5.00E+01
5.552;-7.84E-05;5.00E+01
5.5525;-7.85E-05;5.00E+01
5.553;-7.85E-05;5.00E+01
5.5535;-7.85E-05;5.00E+01
5.554;-7.85E-05;5.00E+01
5.5545;-7.85E-05;5.00E+01
5.555;-7.85E-05;5.00E+01
5.5555;-7.85E-05;5.00E+01
5.556;-7.85E-05;5.00E+01
5.5565;-7.85E-05;5.00E+01
5.557;-7.86E-05;5.00E+01
5.5575;-7.86E-05;5.00E+01
5.558;-7.86E-05;5.00E+01
5.5585;-7.86E-05;5.00E+01
5.559;-7.86E-05;5.00E+01
5.5595;-7.86E-05;5.00E+01
5.56;-7.86E-05;5.00E+01
5.5605;-7.86E-05;5.00E+01
5.561;-7.86E-05;5.00E+01
5.5615;-7.87E-05;5.00E+01
5.562;-7.87E-05;5.00E+01
5.5625;-7.87E-05;5.00E+01
5.563;-7.87E-05;5.00E+01
5.5635;-7.87E-05;5.00E+01
5.564;-7.87E-05;5.00E+01
5.5645;-7.87E-05;5.00E+01
5.565;-7.87E-05;5.00E+01
5.5655;-7.87E-05;5.00E+01
5.566;-7.88E-05;5.00E+01
5.5665;-7.88E-05;5.00E+01
5.567;-7.88E-05;5.00E+01
5.5675;-7.88E-05;5.00E+01
5.568;-7.88E-05;5.00E+01
5.5685;-7.88E-05;5.00E+01
5.569;-7.88E-05;5.00E+01
5.5695;-7.88E-05;5.00E+01
5.57;-7.88E-05;5.00E+01
5.5705;-7.89E-05;5.00E+01
5.571;-7.89E-05;5.00E+01
5.5715;-7.89E-05;5.00E+01
5.572;-7.89E-05;5.00E+01
5.5725;-7.89E-05;5.00E+01
5.573;-7.89E-05;5.00E+01
5.5735;-7.89E-05;5.00E+01
5.574;-7.89E-05;5.00E+01
5.5745;-7.89E-05;5.00E+01
5.575;-7.90E-05;5.00E+01
5.5755;-7.90E-05;5.00E+01
5.576;-7.90E-05;5.00E+01
5.5765;-7.90E-05;5.00E+01
5.577;-7.90E-05;5.00E+01
5.5775;-7.90E-05;5.00E+01
5.578;-7.90E-05;5.00E+01
5.5785;-7.90E-05;5.00E+01
5.579;-7.90E-05;5.00E+01
5.5795;-7.91E-05;5.00E+01
5.58;-7.91E-05;5.00E+01
5.5805;-7.91E-05;5.00E+01
5.581;-7.91E-05;5.00E+01
5.5815;-7.91E-05;5.00E+01
5.582;-7.91E-05;5.00E+01
5.5825;-7.91E-05;5.00E+01
5.583;-7.91E-05;5.00E+01
5.5835;-7.91E-05;5.00E+01
5.584;-7.91E-05;5.00E+01
5.5845;-7.92E-05;5.00E+01
5.585;-7.92E-05;5.00E+01
5.5855;-7.92E-05;5.00E+01
5.586;-7.92E-05;5.00E+01
5.5865;-7.92E-05;5.00E+01
5.587;-7.92E-05;5.00E+01
5.5875;-7.92E-05;5.00E+01
5.588;-7.92E-05;5.00E+01
5.5885;-7.92E-05;5.00E+01
5.589;-7.93E-05;5.00E+01
5.5895;-7.93E-05;5.00E+01
5.59;-7.93E-05;5.00E+01
5.5905;-7.93E-05;5.00E+01
5.591;-7.93E-05;5.00E+01
5.5915;-7.93E-05;5.00E+01
5.592;-7.93E-05;5.00E+01
5.5925;-7.93E-05;5.00E+01
5.593;-7.93E-05;5.00E+01
5.5935;-7.94E-05;5.00E+01
5.594;-7.94E-05;5.00E+01
5.5945;-7.94E-05;5.00E+01
5.595;-7.94E-05;5.00E+01
5.5955;-7.94E-05;5.00E+01
5.596;-7.94E-05;5.00E+01
5.5965;-7.94E-05;5.00E+01
5.597;-7.94E-05;5.00E+01
5.5975;-7.94E-05;5.00E+01
5.598;-7.95E-05;5.00E+01
5.5985;-7.95E-05;5.00E+01
5.599;-7.95E-05;5.00E+01
5.5995;-7.95E-05;5.00E+01
5.6;-7.95E-05;5.00E+01
5.6005;-7.95E-05;5.00E+01
5.601;-7.95E-05;5.00E+01
5.6015;-7.95E-05;5.00E+01
5.602;-7.95E-05;5.00E+01
5.6025;-7.96E-05;5.00E+01
5.603;-7.96E-05;5.00E+01
5.6035;-7.96E-05;5.00E+01
5.604;-7.96E-05;5.00E+01
5.6045;-7.96E-05;5.00E+01
5.605;-7.96E-05;5.00E+01
5.6055;-7.96E-05;5.00E+01
5.606;-7.96E-05;5.00E+01
5.6065;-7.96E-05;5.00E+01
5.607;-7.96E-05;5.00E+01
5.6075;-7.97E-05;5.00E+01
5.608;-7.97E-05;5.00E+01
5.6085;-7.97E-05;5.00E+01
5.609;-7.97E-05;5.00E+01
5.6095;-7.97E-05;5.00E+01
5.61;-7.97E-05;5.00E+01
5.6105;-7.97E-05;5.00E+01
5.611;-7.97E-05;5.00E+01
5.6115;-7.97E-05;5.00E+01
5.612;-7.98E-05;5.00E+01
5.6125;-7.98E-05;5.00E+01
5.613;-7.98E-05;5.00E+01
5.6135;-7.98E-05;5.00E+01
5.614;-7.98E-05;5.00E+01
5.6145;-7.98E-05;5.00E+01
5.615;-7.98E-05;5.00E+01
5.6155;-7.98E-05;5.00E+01
5.616;-7.98E-05;5.00E+01
5.6165;-7.99E-05;5.00E+01
5.617;-7.99E-05;5.00E+01
5.6175;-7.99E-05;5.00E+01
5.618;-7.99E-05;5.00E+01
5.6185;-7.99E-05;5.00E+01
5.619;-7.99E-05;5.00E+01
5.6195;-7.99E-05;5.00E+01
5.62;-7.99E-05;5.00E+01
5.6205;-7.99E-05;5.00E+01
5.621;-8.00E-05;5.00E+01
5.6215;-8.00E-05;5.00E+01
5.622;-8.00E-05;5.00E+01
5.6225;-8.00E-05;5.00E+01
5.623;-8.00E-05;5.00E+01
5.6235;-8.00E-05;5.00E+01
5.624;-8.00E-05;5.00E+01
5.6245;-8.00E-05;5.00E+01
5.625;-8.00E-05;5.00E+01
5.6255;-8.01E-05;5.00E+01
5.626;-8.01E-05;5.00E+01
5.6265;-8.01E-05;5.00E+01
5.627;-8.01E-05;5.00E+01
5.6275;-8.01E-05;5.00E+01
5.628;-8.01E-05;5.00E+01
5.6285;-8.01E-05;5.00E+01
5.629;-8.01E-05;5.00E+01
5.6295;-8.01E-05;5.00E+01
5.63;-8.01E-05;5.00E+01
5.6305;-8.02E-05;5.00E+01
5.631;-8.02E-05;5.00E+01
5.6315;-8.02E-05;5.00E+01
5.632;-8.02E-05;5.00E+01
5.6325;-8.02E-05;5.00E+01
5.633;-8.02E-05;5.00E+01
5.6335;-8.02E-05;5.00E+01
5.634;-8.02E-05;5.00E+01
5.6345;-8.02E-05;5.00E+01
5.635;-8.03E-05;5.00E+01
5.6355;-8.03E-05;5.00E+01
5.636;-8.03E-05;5.00E+01
5.6365;-8.03E-05;5.00E+01
5.637;-8.03E-05;5.00E+01
5.6375;-8.03E-05;5.00E+01
5.638;-8.03E-05;5.00E+01
5.6385;-8.03E-05;5.00E+01
5.639;-8.03E-05;5.00E+01
5.6395;-8.04E-05;5.00E+01
5.64;-8.04E-05;5.00E+01
5.6405;-8.04E-05;5.00E+01
5.641;-8.04E-05;5.00E+01
5.6415;-8.04E-05;5.00E+01
5.642;-8.04E-05;5.00E+01
5.6425;-8.04E-05;5.00E+01
5.643;-8.04E-05;5.00E+01
5.6435;-8.04E-05;5.00E+01
5.644;-8.05E-05;5.00E+01
5.6445;-8.05E-05;5.00E+01
5.645;-8.05E-05;5.00E+01
5.6455;-8.05E-05;5.00E+01
5.646;-8.05E-05;5.00E+01
5.6465;-8.05E-05;5.00E+01
5.647;-8.05E-05;5.00E+01
5.6475;-8.05E-05;5.00E+01
5.648;-8.05E-05;5.00E+01
5.6485;-8.06E-05;5.00E+01
5.649;-8.06E-05;5.00E+01
5.6495;-8.06E-05;5.00E+01
5.65;-8.06E-05;5.00E+01
5.6505;-8.06E-05;5.00E+01
5.651;-8.06E-05;5.00E+01
5.6515;-8.06E-05;5.00E+01
5.652;-8.06E-05;5.00E+01
5.6525;-8.06E-05;5.00E+01
5.653;-8.06E-05;5.00E+01
5.6535;-8.07E-05;5.00E+01
5.654;-8.07E-05;5.00E+01
5.6545;-8.07E-05;5.00E+01
5.655;-8.07E-05;5.00E+01
5.6555;-8.07E-05;5.00E+01
5.656;-8.07E-05;5.00E+01
5.6565;-8.07E-05;5.00E+01
5.657;-8.07E-05;5.00E+01
5.6575;-8.07E-05;5.00E+01
5.658;-8.08E-05;5.00E+01
5.6585;-8.08E-05;5.00E+01
5.659;-8.08E-05;5.00E+01
5.6595;-8.08E-05;5.00E+01
5.66;-8.08E-05;5.00E+01
5.6605;-8.08E-05;5.00E+01
5.661;-8.08E-05;5.00E+01
5.6615;-8.08E-05;5.00E+01
5.662;-8.08E-05;5.00E+01
5.6625;-8.09E-05;5.00E+01
5.663;-8.09E-05;5.00E+01
5.6635;-8.09E-05;5.00E+01
5.664;-8.09E-05;5.00E+01
5.6645;-8.09E-05;5.00E+01
5.665;-8.09E-05;5.00E+01
5.6655;-8.09E-05;5.00E+01
5.666;-8.09E-05;5.00E+01
5.6665;-8.09E-05;5.00E+01
5.667;-8.10E-05;5.00E+01
5.6675;-8.10E-05;5.00E+01
5.668;-8.10E-05;5.00E+01
5.6685;-8.10E-05;5.00E+01
5.669;-8.10E-05;5.00E+01
5.6695;-8.10E-05;5.00E+01
5.67;-8.10E-05;5.00E+01
5.6705;-8.10E-05;5.00E+01
5.671;-8.10E-05;5.00E+01
5.6715;-8.10E-05;5.00E+01
5.672;-8.11E-05;5.00E+01
5.6725;-8.11E-05;5.00E+01
5.673;-8.11E-05;5.00E+01
5.6735;-8.11E-05;5.00E+01
5.674;-8.11E-05;5.00E+01
5.6745;-8.11E-05;5.00E+01
5.675;-8.11E-05;5.00E+01
5.6755;-8.11E-05;5.00E+01
5.676;-8.11E-05;5.00E+01
5.6765;-8.12E-05;5.00E+01
5.677;-8.12E-05;5.00E+01
5.6775;-8.12E-05;5.00E+01
5.678;-8.12E-05;5.00E+01
5.6785;-8.12E-05;5.00E+01
5.679;-8.12E-05;5.00E+01
5.6795;-8.12E-05;5.00E+01
5.68;-8.12E-05;5.00E+01
5.6805;-8.12E-05;5.00E+01
5.681;-8.13E-05;5.00E+01
5.6815;-8.13E-05;5.00E+01
5.682;-8.13E-05;5.00E+01
5.6825;-8.13E-05;5.00E+01
5.683;-8.13E-05;5.00E+01
5.6835;-8.13E-05;5.00E+01
5.684;-8.13E-05;5.00E+01
5.6845;-8.13E-05;5.00E+01
5.685;-8.13E-05;5.00E+01
5.6855;-8.14E-05;5.00E+01
5.686;-8.14E-05;5.00E+01
5.6865;-8.14E-05;5.00E+01
5.687;-8.14E-05;5.00E+01
5.6875;-8.14E-05;5.00E+01
5.688;-8.14E-05;5.00E+01
5.6885;-8.14E-05;5.00E+01
5.689;-8.14E-05;5.00E+01
5.6895;-8.14E-05;5.00E+01
5.69;-8.14E-05;5.00E+01
5.6905;-8.15E-05;5.00E+01
5.691;-8.15E-05;5.00E+01
5.6915;-8.15E-05;5.00E+01
5.692;-8.15E-05;5.00E+01
5.6925;-8.15E-05;5.00E+01
5.693;-8.15E-05;5.00E+01
5.6935;-8.15E-05;5.00E+01
5.694;-8.15E-05;5.00E+01
5.6945;-8.15E-05;5.00E+01
5.695;-8.16E-05;5.00E+01
5.6955;-8.16E-05;5.00E+01
5.696;-8.16E-05;5.00E+01
5.6965;-8.16E-05;5.00E+01
5.697;-8.16E-05;5.00E+01
5.6975;-8.16E-05;5.00E+01
5.698;-8.16E-05;5.00E+01
5.6985;-8.16E-05;5.00E+01
5.699;-8.16E-05;5.00E+01
5.6995;-8.17E-05;5.00E+01
5.7;-8.17E-05;5.00E+01
5.7005;-8.17E-05;5.00E+01
5.701;-8.17E-05;5.00E+01
5.7015;-8.17E-05;5.00E+01
5.702;-8.17E-05;5.00E+01
5.7025;-8.17E-05;5.00E+01
5.703;-8.17E-05;5.00E+01
5.7035;-8.17E-05;5.00E+01
5.704;-8.17E-05;5.00E+01
5.7045;-8.18E-05;5.00E+01
5.705;-8.18E-05;5.00E+01
5.7055;-8.18E-05;5.00E+01
5.706;-8.18E-05;5.00E+01
5.7065;-8.18E-05;5.00E+01
5.707;-8.18E-05;5.00E+01
5.7075;-8.18E-05;5.00E+01
5.708;-8.18E-05;5.00E+01
5.7085;-8.18E-05;5.00E+01
5.709;-8.19E-05;5.00E+01
5.7095;-8.19E-05;5.00E+01
5.71;-8.19E-05;5.00E+01
5.7105;-8.19E-05;5.00E+01
5.711;-8.19E-05;5.00E+01
5.7115;-8.19E-05;5.00E+01
5.712;-8.19E-05;5.00E+01
5.7125;-8.19E-05;5.00E+01
5.713;-8.19E-05;5.00E+01
5.7135;-8.20E-05;5.00E+01
5.714;-8.20E-05;5.00E+01
5.7145;-8.20E-05;5.00E+01
5.715;-8.20E-05;5.00E+01
5.7155;-8.20E-05;5.00E+01
5.716;-8.20E-05;5.00E+01
